good.names,genus,family,order,vol_mean,shape_median,color_most,investment_mean,orn_height_mean
Redeckera_fragilis,Redeckera,Diversisporaceae,Diversisporales,104382.1835,0.849315068,5,0.269476917,0
Redeckera_fulvum,Redeckera,Diversisporaceae,Diversisporales,271338.703,0.520833333,2,0.229274377,0
Redeckera_megalocarpa,Redeckera,Diversisporaceae,Diversisporales,102253.4576,0.544701087,0,0.286697791,0
Redeckera_pulvinatum,Redeckera,Diversisporaceae,Diversisporales,197626.0092,0.838709677,2,0.263085495,0
Rhizophagus_aggregatus,Rhizophagus,Glomeraceae,Glomerales,267904.9684,0.73988006,2,0.34105257,0
Rhizophagus_antarcticus,Rhizophagus,Glomeraceae,Glomerales,110043.0093,0.928571429,2,0.698911064,0
Rhizophagus_arabicus,Rhizophagus,Glomeraceae,Glomerales,90428.12654,0.753846154,2,0.459444063,0
Rhizophagus_clarus,Rhizophagus,Glomeraceae,Glomerales,2025688.471,0.678947368,0,0.607050427,5
Rhizophagus_custos,Rhizophagus,Glomeraceae,Glomerales,153397.6861,0.866666667,2,0.475007909,0
Rhizophagus_dalpeae,Rhizophagus,Glomeraceae,Glomerales,455426.215,0.93,4,0.493541133,0
Oehlia_diaphana,Oehlia,Glomeraceae,Glomerales,249756.616,0.777777778,1,0.357613187,0
Rhizophagus_dunensis,Rhizophagus,Glomeraceae,Glomerales,293445.1742,0.696969697,0,0.602113081,0
Rhizophagus_fasciculatus,Rhizophagus,Glomeraceae,Glomerales,195297.6683,0.642857143,2,0.614558005,0
Rhizophagus_intraradices,Rhizophagus,Glomeraceae,Glomerales,292491.7663,0.705583756,2,0.551536182,0
Rhizophagus_invermaius,Rhizophagus,Glomeraceae,Glomerales,124593.3284,0.916666667,5,0.474176403,0
Rhizophagus_irregularis,Rhizophagus,Glomeraceae,Glomerales,904928.2839,0.541666667,0,0.31968393,0
Rhizophagus_litchii,Rhizophagus,Glomeraceae,Glomerales,481799.9233,0.64498645,5,NA,0
Rhizophagus_maiae,Rhizophagus,Glomeraceae,Glomerales,172529.9853,0.9375,2,0.80023326,0
Rhizophagus_manihotis,Rhizophagus,Glomeraceae,Glomerales,3216249.658,0.852941176,1,0.489571601,0
Rhizophagus_melanus,Rhizophagus,Glomeraceae,Glomerales,2839775.017,0.83030303,5,0.431662032,0
Rhizophagus_marattiacearum,Rhizophagus,Glomeraceae,Glomerales,29074.1201,0.927777778,0,0.68877032,NA
Rhizophagus_natalensis,Rhizophagus,Glomeraceae,Glomerales,418466.9482,0.871287129,2,0.669855071,0
Rhizophagus_prolifer,Rhizophagus,Glomeraceae,Glomerales,43063.59074,0.55,0,0.553763433,0
Rhizophagus_silesianum,Rhizophagus,Glomeraceae,Glomerales,480822.3264,0.792792793,2,0.433054701,0
Rhizophagus_variabilis,Rhizophagus,Glomeraceae,Glomerales,1048390.375,0.608108108,2,0.240097037,0
Rhizophagus_vesiculifer,Rhizophagus,Glomeraceae,Glomerales,176603.5558,0.896551724,2,0.67922028,0
Sacculospora_baltica,Sacculospora,Sacculosporaceae,Diversisporales,2012434.353,0.810734463,2,0.346063524,0.7
Sacculospora_felinovii,Sacculospora,Sacculosporaceae,Diversisporales,1756729.132,0.792397661,2,0.213598232,2.55
Sclerocarpum_amazonicum,Sclerocarpum,Glomeraceae,Glomerales,44346.7219,0.864583333,0,0.752719862,0
Sclerocystis_clavispora,Sclerocystis,Glomeraceae,Glomerales,93061.50113,0.2,5,0.640728533,1.25
Sclerocystis_liquidambaris,Sclerocystis,Glomeraceae,Glomerales,138420.9721,0.490566038,5,0.566280994,0
Sclerocystis_pubescens,Sclerocystis,Glomeraceae,Glomerales,12871.6287,0.903225806,0,0.66093878,0
Sclerocystis_rubiformis,Sclerocystis,Glomeraceae,Glomerales,58592.79738,0.884615385,5,0.517898702,-0.1
Sclerocystis_sinuosa,Sclerocystis,Glomeraceae,Glomerales,145718.0519,0.572740113,5,0.320952321,0
Scutellospora_alterata,Scutellospora,Gigasporaceae,Diversisporales,3745367.492,0.808823529,2,0.288586232,0
Scutellospora_arenicola,Scutellospora,Gigasporaceae,Diversisporales,7602654.222,0.763888889,2,0.298385785,0
Scutellospora_armeniaca,Scutellospora,Gigasporaceae,Diversisporales,2976956.443,0.857142857,2,0.5294227,0
Scutellospora_aurigloba,Scutellospora,Gigasporaceae,Diversisporales,29596648.05,0.874779242,2,0.179230256,0
Scutellospora_biornata,Scutellospora,Gigasporaceae,Diversisporales,12229814.41,0.461538462,5,0.302768417,2
Scutellospora_calospora,Scutellospora,Gigasporaceae,Diversisporales,4651111.725,0.460502455,2,0.129123966,0
Dentiscutata_cerradensis,Dentiscutata,Gigasporaceae,Diversisporales,11398530.79,0.771445682,0,0.389486566,0.8
Scutellospora_crenulata,Scutellospora,Gigasporaceae,Diversisporales,1269411.137,0.994485294,5,0.334419126,4.5
Scutellospora_dipapillosa,Scutellospora,Gigasporaceae,Diversisporales,1794377.095,0.873015873,4,0.403406437,1
Scutellospora_dipurpurescens,Scutellospora,Gigasporaceae,Diversisporales,3193130.743,0.885786802,2,0.503822429,0
Scutellospora_gilmorei,Scutellospora,Gigasporaceae,Diversisporales,9200414.489,0.909375,0,0.382578491,0
Scutellospora_hawaiiensis,Scutellospora,Gigasporaceae,Diversisporales,8309512.569,0.798611111,4,0.303885536,0
Dentiscutata_nigra,Dentiscutata,Gigasporaceae,Diversisporales,25984917.2,0.797,6,0.1378352,-0.1
Scutellospora_nodosa,Scutellospora,Gigasporaceae,Diversisporales,5385136.7,0.829218107,2,0.476101238,5
Scutellospora_ovalis,Scutellospora,Gigasporaceae,Diversisporales,1409964.236,0.373831776,0,0.565875977,0
Scutellospora_pellucida,Cetraspora,Gigasporaceae,Diversisporales,2252247.043,0.758865248,0,0.556401683,0
Scutellospora_pernambucana,Scutellospora,Gigasporaceae,Diversisporales,1056509.155,0.939655172,2,0.399629515,0
Scutellospora_projecturata,Scutellospora,Gigasporaceae,Diversisporales,1412749.084,0.853437692,2,0.242269788,3
Scutellospora_reticulata,Scutellospora,Gigasporaceae,Diversisporales,12798578.99,0.642553191,4,0.27659258,NA
Dentiscutata_reticulata,Scutellospora,Gigasporaceae,Diversisporales,12798578.99,0.642553191,4,0.272228781,0.75
Scutellospora_rubra,Scutellospora,Gigasporaceae,Diversisporales,2983814.889,0.909090909,4,0.286945967,0
Dentiscutata_savannicola,Dentiscutata,Gigasporaceae,Diversisporales,20873665.33,0.626506024,1,0.167442911,0
Scutellospora_scutata,Scutellospora,Gigasporaceae,Diversisporales,88173798.19,0.89542165,1,0.216778881,0
Scutellospora_spinosissima,Scutellospora,Gigasporaceae,Diversisporales,2508032.092,0.816885965,2,0.254966644,3
Cetraspora_striata,Cetraspora,Gigasporaceae,Diversisporales,1521371.295,0.826086957,2,0.369422453,0
Scutellospora_tepuiensis,Scutellospora,Gigasporaceae,Diversisporales,2962817.378,0.836842105,4,0.341571128,2
Scutellospora_tricalypta,Scutellospora,Gigasporaceae,Diversisporales,20953482.09,0.945736434,5,0.27303273,10
Scutellospora_trirubiginopa,Scutellospora,Gigasporaceae,Diversisporales,9468111.606,0.990671642,0,0.230611684,0.5
Septoglomus_africanum,Septoglomus,Glomeraceae,Glomerales,254391.2505,0.844827586,2,0.390934042,3
Septoglomus_altomontanum,Septoglomus,Glomeraceae,Glomerales,1898796.053,0.809294872,5,0.28135833,0
Septoglomus_constrictum,Septoglomus,Glomeraceae,Glomerales,7414944.061,0.863636364,5,0.288930189,0
Septoglomus_deserticola,Septoglomus,Glomeraceae,Glomerales,305650.1046,0.669565217,5,0.283838801,0
Septoglomus_furcatum,Septoglomus,Glomeraceae,Glomerales,1093965.394,0.884057971,5,0.463078952,0
Septoglomus_fuscum,Septoglomus,Glomeraceae,Glomerales,32102.62633,0.712765957,4,0.679317795,0
Septoglomus_jasnowskae,Septoglomus,Glomeraceae,Glomerales,77261.71173,0.830508475,2,0.406934659,0
Septoglomus_mediterraneum,Septoglomus,Glomeraceae,Glomerales,1476813.57,0.88174946,4,0.629264729,0
Septoglomus_mexicanum,Septoglomus,Glomeraceae,Glomerales,3450938.122,0.88091716,4,0.394655832,0
Septoglomus_nakheelum,Septoglomus,Glomeraceae,Glomerales,45319.56842,0.740384615,4,0.43214541,1.1
Septoglomus_nigrum,Septoglomus,Glomeraceae,Glomerales,854238.3124,0.772727273,5,0.381620321,0
Septoglomus_titan,Septoglomus,Glomeraceae,Glomerales,13388948.48,0.853333333,5,0.355249423,0
Septoglomus_turnauae,Septoglomus,Glomeraceae,Glomerales,1037232.681,0.913533835,5,0.55180387,0
Septoglomus_viscosum,Septoglomus,Glomeraceae,Glomerales,212819.0262,0.721649485,0,0.243859017,0
Silvaspora_neocaledonica,Silvaspora,Glomeraceae,Glomerales,28860.76451,0.925,0,0.798408067,0
Tricispora_nevadensis,Tricispora,Diversisporaceae,Diversisporales,549493.7348,0.945652174,5,0.530837104,12
