phylo_PC1,phylo_PC2,phylo_PC3,trait_orn_height_mean,trait_shape_median,trait_vol_mean,trait_investment_mean
1,5.4992996051865354e-17,1.7856298090849336e-17,-0.04618111841390946,0.054264751817898,0.26573570774625416,-0.1025473804351109
5.4992996051865354e-17,1,7.626057879640814e-16,0.22060865376075314,-0.10014925103480804,-0.5504862094086937,-0.07021181579357537
1.7856298090849336e-17,7.626057879640814e-16,1,-0.34312909084277693,0.2765039964000609,0.15027215315224873,-0.1590354803062586
-0.04618111841390946,0.22060865376075314,-0.34312909084277693,1,-0.2958133812113703,-0.22409738781940794,0.5613694672273222
0.054264751817898,-0.10014925103480804,0.2765039964000609,-0.2958133812113703,1,0.43833904581308564,0.06422035825291378
0.26573570774625416,-0.5504862094086937,0.15027215315224873,-0.22409738781940794,0.43833904581308564,1,-0.014965664797846896
-0.1025473804351109,-0.07021181579357537,-0.1590354803062586,0.5613694672273222,0.06422035825291378,-0.014965664797846896,1
